gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalServices,Recency_score,Frequency_score,Monetary_score,treatment,contract_score,tenure_norm,charge_norm,persuadability,churn_observed,persuadability_bin
Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,0,0,5,0,1,1,0.3,0.9722222222222222,0.1726315789473684,0.47619298245614033,0,Medium
Female,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,3348.1,0,5,2,5,3,0,0.3,0.5,0.7549473684210527,0.45098947368421055,0,Medium
Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.35,533.6,0,1,4,1,3,0,1.0,0.9027777777777778,0.6261052631578947,0.8960543859649122,0,High
Female,1,Yes,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.45,2907.55,0,3,1,3,2,0,0.0,0.16666666666666663,0.41642105263157897,0.13328421052631578,1,Low
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,1620.8,0,2,3,2,3,0,1.0,0.7361111111111112,0.7503157894736842,0.8708964912280701,0,High
Male,1,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.15,3480.35,0,4,2,4,3,0,0.0,0.375,0.632842105263158,0.2390684210526316,0,Low
Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,293.85,0,0,5,0,3,0,1.0,0.9444444444444444,0.5949473684210527,0.9023228070175439,0,High
Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,1,4,2,4,4,0,1.0,0.5694444444444444,0.8774736842105263,0.8463280701754385,0,High
Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.05,4137.2,0,3,2,3,4,1,1.0,0.3472222222222222,0.7583157894736842,0.7558298245614035,0,Medium
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,79.25,1,1,5,1,3,0,1.0,0.9861111111111112,0.6673684210526316,0.9293070175438597,1,High
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,1,0,5,0,2,0,1.0,0.9861111111111112,0.3781052631578947,0.8714543859649123,1,High
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.4,19.4,0,0,5,0,1,0,1.0,0.9861111111111112,0.16336842105263158,0.8285070175438597,1,High
Female,1,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.75,5348.65,0,2,1,2,3,1,1.0,0.18055555555555558,0.7473684210526316,0.703640350877193,0,Medium
Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,659.65,1,0,4,0,3,0,1.0,0.8611111111111112,0.5903157894736841,0.8763964912280702,1,High
Male,1,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.0,3180.5,0,2,2,2,4,1,1.0,0.5138888888888888,0.7663157894736842,0.8074298245614036,0,Medium
Male,0,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,1,1,5,1,1,1,1.0,0.9444444444444444,0.2496842105263158,0.8332701754385965,0,High
Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.8,3023.85,0,3,2,3,4,1,0.3,0.5555555555555556,0.7646315789473684,0.46959298245614034,0,Medium
Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85,3365.85,1,1,2,1,3,1,1.0,0.4027777777777778,0.655578947368421,0.7519491228070175,1,Medium
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.3,195.3,1,1,5,1,2,0,1.0,0.9444444444444444,0.4572631578947368,0.8747859649122807,1,High
Female,1,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.95,1031.1,0,0,1,0,1,0,0.0,0.25,0.15957894736842104,0.10691578947368421,1,Low
Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,1,2,4,2,4,0,1.0,0.8472222222222222,0.8012631578947369,0.9144192982456141,0,High
Female,1,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.4,6471.85,0,3,1,3,4,1,0.0,0.08333333333333337,0.8623157894736843,0.1974631578947369,0,Low
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,0,3,1,3,4,0,0.3,0.1527777777777778,0.8412631578947369,0.36408596491228074,0,Low
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,6501.35,0,6,1,6,3,0,0.0,0.0,0.7469473684210527,0.14938947368421054,0,Low
Male,0,Yes,Yes,44,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.3,2317.1,0,4,2,4,2,1,0.3,0.38888888888888884,0.4572631578947368,0.35811929824561395,0,Low
Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,2237.55,0,1,2,1,2,0,1.0,0.4305555555555556,0.4690526315789474,0.7229771929824561,0,Medium
Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,0,4,1,4,4,1,0.3,0.3055555555555556,0.8753684210526316,0.41674035087719297,0,Medium
Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.85,5275.8,1,5,2,5,4,1,0.3,0.3472222222222222,0.9334736842105262,0.4408614035087719,1,Medium
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,165.5,0,0,4,0,1,0,0.0,0.8888888888888888,0.16968421052631577,0.3006035087719298,0,Low
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,358.5,0,0,3,0,1,0,1.0,0.75,0.1688421052631579,0.7587684210526315,0,Medium
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,6614.9,0,6,1,6,4,0,0.0,0.0,0.7743157894736842,0.15486315789473684,0,Low
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,1,1,5,1,3,1,1.0,0.9861111111111112,0.6778947368421052,0.9314122807017544,1,High
Female,1,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,0,1,2,1,2,1,1.0,0.41666666666666663,0.4686315789473684,0.7187263157894737,0,Medium
Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,0,1,3,1,3,1,1.0,0.75,0.6290526315789474,0.8508105263157895,0,High
Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,0,4,3,4,4,1,0.3,0.8194444444444444,0.8770526315789474,0.5712438596491228,0,Medium
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.65,5733.4,0,2,1,2,3,1,0.3,0.05555555555555558,0.704421052631579,0.30755087719298246,0,Low
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,1,0,5,0,3,0,1.0,0.9444444444444444,0.608,0.9049333333333334,0,High
Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.05,7430.75,0,5,1,5,4,0,0.0,0.04166666666666663,0.9267368421052631,0.1978473684210526,1,Low
Male,0,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5,900.5,1,1,3,1,2,1,1.0,0.7638888888888888,0.4336842105263158,0.8159035087719297,1,Medium
Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.5,630.6,0,0,2,0,1,0,0.0,0.6527777777777778,0.21473684210526317,0.23878070175438598,0,Low
Male,1,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.55,3856.75,1,2,2,2,3,0,1.0,0.4027777777777778,0.7541052631578947,0.7716543859649123,1,Medium
Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1222.65,0,0,1,0,1,1,0.0,0.18055555555555558,0.16421052631578947,0.08700877192982456,0,Low
Female,1,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.7,374.8,0,2,5,2,3,0,1.0,0.9305555555555556,0.6795789473684211,0.9150824561403509,0,High
Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.5,1625.0,1,4,3,4,3,1,0.3,0.7083333333333333,0.6526315789473685,0.49302631578947365,0,Medium
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,0,5,1,5,4,1,0.3,0.04166666666666663,0.8850526315789473,0.3395105263157895,0,Low
Male,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,331.85,0,0,3,0,1,0,1.0,0.8194444444444444,0.21178947368421053,0.7881912280701755,0,Medium
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,1,3,2,3,4,1,1.0,0.41666666666666663,0.8021052631578948,0.785421052631579,0,Medium
Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,0,3,1,3,4,0,1.0,0.2777777777777778,0.8054736842105263,0.7444280701754387,0,Medium
Male,1,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,1,2,2,2,3,0,1.0,0.36111111111111116,0.7157894736842105,0.7514912280701755,1,Medium
Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,0,5,1,5,3,0,0.0,0.1527777777777778,0.6804210526315789,0.18191754385964912,0,Low
Male,0,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,0,0,2,0,1,0,0.3,0.5972222222222222,0.20926315789473685,0.371019298245614,0,Low
Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,0,2,2,2,2,0,0.3,0.6527777777777778,0.4610526315789474,0.4380438596491228,0,Medium
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,470.95,1,2,5,2,3,0,1.0,0.9305555555555556,0.7221052631578947,0.9235877192982456,1,High
Male,0,No,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,0,3,3,3,2,0,0.3,0.7916666666666666,0.42736842105263156,0.47297368421052627,0,Medium
Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,387.7,0,0,3,0,1,0,0.0,0.7361111111111112,0.16968421052631577,0.2547701754385965,0,Low
Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,845.25,0,0,2,0,1,1,0.0,0.38888888888888884,0.1688421052631579,0.15043508771929823,0,Low
Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,1,3,5,3,4,1,1.0,0.9166666666666666,0.8273684210526315,0.9404736842105262,1,High
Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,0,4,1,4,3,0,0.0,0.19444444444444442,0.6029473684210526,0.17892280701754384,0,Low
Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,4983.05,0,2,1,2,3,0,0.3,0.13888888888888884,0.6858947368421053,0.3288456140350877,0,Low
Female,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,4113.15,0,5,1,5,2,0,0.3,0.02777777777777779,0.4917894736842105,0.2566912280701754,0,Low
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,25.7,1,0,5,0,1,0,1.0,0.9861111111111112,0.21642105263157893,0.8391175438596492,1,High
Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,0,5,4,5,2,1,0.0,0.8611111111111112,0.4522105263157895,0.3487754385964913,0,Low
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.6,471.85,0,0,2,0,1,1,0.3,0.6388888888888888,0.16505263157894737,0.37467719298245616,0,Medium
Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,5976.9,0,2,1,2,3,0,1.0,0.08333333333333337,0.752842105263158,0.6755684210526316,1,Medium
Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,506.9,1,0,4,0,3,0,1.0,0.9027777777777778,0.5810526315789474,0.8870438596491228,1,High
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),84.2,4299.75,0,2,1,2,3,0,0.3,0.29166666666666663,0.7090526315789474,0.37931052631578943,0,Medium
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),106.1,7548.6,0,5,1,5,4,1,0.0,0.0,0.8934736842105263,0.17869473684210527,1,Low
Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1654.75,0,0,1,0,1,0,0.0,0.09722222222222221,0.2168421052631579,0.07253508771929824,1,Low
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,80.35,1,0,5,0,2,1,1.0,0.9722222222222222,0.3877894736842105,0.8692245614035088,1,High
Male,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,4551.5,0,3,1,3,3,1,0.3,0.02777777777777779,0.5469473684210526,0.26772280701754386,0,Low
Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,0,5,1,5,3,0,0.0,0.0,0.7195789473684211,0.14391578947368422,0,Low
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0,0,5,0,1,1,1.0,0.9861111111111112,0.1688421052631579,0.829601754385965,0,High
Female,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4,1,1,5,1,3,1,1.0,0.9861111111111112,0.6433684210526316,0.9245070175438597,0,High
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,514.0,1,3,5,3,4,1,1.0,0.9305555555555556,0.8463157894736842,0.9484298245614036,1,High
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,57.5,0,0,5,0,1,0,1.0,0.9583333333333334,0.1743157894736842,0.8223631578947368,0,Medium
Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1474.35,0,0,1,0,1,0,0.0,0.19444444444444442,0.21305263157894738,0.10094385964912281,0,Low
Male,1,Yes,Yes,22,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2,1,2,3,2,2,1,1.0,0.6944444444444444,0.3372631578947368,0.7757859649122806,1,Medium
Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,0,3,2,3,4,1,1.0,0.5416666666666667,0.8471578947368421,0.8319315789473685,0,High
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,1,0,5,0,3,1,1.0,0.9861111111111112,0.5890526315789474,0.9136438596491229,0,High
Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,0,0,1,0,3,1,1.0,0.25,0.6231578947368421,0.6996315789473684,0,Medium
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,0,3,1,3,4,1,0.0,0.0,0.8370526315789474,0.16741052631578948,0,Low
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,1,2,5,2,4,1,1.0,0.9861111111111112,0.7856842105263158,0.9529701754385965,1,High
Male,0,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,169.05,1,1,5,1,2,0,1.0,0.9583333333333334,0.41389473684210526,0.870278947368421,1,High
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,7658.3,0,5,1,5,4,1,0.0,0.0,0.9048421052631579,0.18096842105263158,1,Low
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.6,5959.3,0,5,1,5,3,1,0.0,0.0,0.704,0.1408,0,Low
Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,0,3,1,3,4,1,1.0,0.25,0.8341052631578947,0.7418210526315789,0,Medium
Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,0,4,1,4,3,1,0.3,0.18055555555555558,0.6745263157894736,0.33907192982456136,0,Low
Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.3,3512.9,0,3,1,3,3,0,0.0,0.25,0.5498947368421052,0.18497894736842105,0,Low
Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.55,5231.2,0,2,1,2,3,1,0.0,0.16666666666666663,0.7541052631578947,0.20082105263157896,0,Low
Female,0,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.8,3603.45,0,5,1,5,3,1,0.0,0.16666666666666663,0.512,0.15239999999999998,0,Low
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,217.45,0,0,5,0,3,0,1.0,0.9583333333333334,0.6273684210526316,0.9129736842105263,0,High
Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.15,6875.35,0,3,1,3,4,0,0.0,0.04166666666666663,0.8349473684210527,0.17948947368421053,0,Low
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,19.25,0,0,5,0,1,0,1.0,0.9861111111111112,0.16210526315789472,0.8282543859649123,0,High
Male,0,Yes,Yes,50,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.45,2021.35,0,2,1,2,2,0,1.0,0.3055555555555556,0.3322105263157895,0.6581087719298245,0,Medium
Female,0,No,No,56,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.85,2564.95,0,2,1,2,2,0,1.0,0.2222222222222222,0.3776842105263158,0.6422035087719298,1,Medium
Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.2,5611.75,0,4,1,4,4,0,0.0,0.16666666666666663,0.8185263157894737,0.21370526315789473,0,Low
Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.55,7610.1,0,5,1,5,4,1,0.3,0.04166666666666663,0.9309473684210526,0.34868947368421055,0,Low
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.05,35.05,1,1,5,1,2,1,1.0,0.9861111111111112,0.29515789473684206,0.8548649122807018,1,High
Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,73.0,1,1,5,1,3,1,1.0,0.9861111111111112,0.6147368421052631,0.9187807017543861,1,High
Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,45.75,0,0,5,0,1,1,1.0,0.9583333333333334,0.16757894736842105,0.8210157894736841,0,Medium
Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.95,4543.95,0,4,1,4,3,0,0.0,0.16666666666666663,0.648,0.1796,0,Low
Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,35.4,450.4,0,2,3,2,2,0,0.0,0.8194444444444444,0.2981052631578947,0.30545438596491226,0,Low
Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,1297.35,0,0,1,0,1,1,0.0,0.13888888888888884,0.17221052631578948,0.07610877192982454,0,Low
Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),96.75,4442.75,0,3,2,3,4,0,0.3,0.375,0.8147368421052632,0.4254473684210526,0,Medium
Female,0,No,No,25,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.2,1423.15,0,4,2,4,2,1,0.3,0.6527777777777778,0.45642105263157895,0.4371175438596491,0,Medium
Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),100.1,4378.35,0,4,2,4,4,1,0.0,0.38888888888888884,0.8429473684210526,0.28525614035087715,1,Low
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.25,74.2,0,0,5,0,2,1,1.0,0.9722222222222222,0.38105263157894737,0.8678771929824561,0,High
Male,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,1,2,2,2,3,1,1.0,0.5416666666666667,0.7061052631578947,0.8037210526315789,1,Medium
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,1,0,5,0,3,0,1.0,0.9861111111111112,0.5903157894736841,0.9138964912280703,1,High
Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,450.65,0,0,3,0,1,0,0.3,0.6944444444444444,0.17557894736842106,0.3934491228070175,0,Medium
Female,0,No,No,35,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,33.45,1175.85,0,2,2,2,2,1,1.0,0.5138888888888888,0.2816842105263158,0.7105035087719298,0,Medium
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,558.8,0,0,2,0,1,0,0.0,0.5972222222222222,0.17010526315789473,0.21318771929824562,0,Low
Male,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,85.9,2220.1,0,2,2,2,3,1,0.3,0.625,0.7233684210526317,0.48217368421052637,0,Medium
Male,0,No,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,61.0,3283.05,0,3,1,3,3,0,0.3,0.25,0.5136842105263157,0.3277368421052631,0,Low
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,1,0,5,0,3,1,1.0,0.9722222222222222,0.5949473684210527,0.9106561403508772,1,High
Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.9,4939.25,0,1,1,1,3,1,0.3,0.20833333333333337,0.7317894736842105,0.35885789473684215,0,Low
Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.4,4237.5,0,4,1,4,3,1,0.0,0.13888888888888884,0.584421052631579,0.15855087719298244,0,Low
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,335.95,0,0,3,0,1,0,0.3,0.7916666666666666,0.1713684210526316,0.4217736842105263,0,Medium
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,33.2,1,0,5,0,1,0,1.0,0.9722222222222222,0.1713684210526316,0.825940350877193,1,Medium
