gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalServices,Recency_score,Frequency_score,Monetary_score,treatment,contract_score,tenure_norm,charge_norm,persuadability,churn_observed,persuadability_bin,churn_risk,uplift_score
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,684.4,0,0,2,0,1,1,0.0,0.5138888888888888,0.1701052631578947,0.1881877192982456,0,Low,7.904947,0.02889517
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.8,620.35,1,1,4,1,3,0,1.0,0.9027777777777778,0.7309473684210526,0.9170228070175438,1,High,56.034313,0.24482816
Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,1146.05,0,0,1,0,1,1,0.0,0.2638888888888888,0.176,0.1143666666666666,0,Low,17.562529,-0.1002395
Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.6,1806.35,0,4,3,4,4,1,1.0,0.75,0.8724210526315789,0.8994842105263158,0,High,28.674057,0.1480451
Female,0,No,No,15,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,38.8,603.0,0,2,3,2,2,1,0.0,0.7916666666666666,0.3267368421052631,0.3028473684210526,0,Low,15.346949,0.07742581
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.4,5798.3,0,2,1,2,3,0,0.3,0.0694444444444444,0.744421052631579,0.3197175438596491,0,Low,22.723038,0.24597517
Male,1,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.2,519.15,1,2,5,2,3,0,1.0,0.9166666666666666,0.7090526315789474,0.9168105263157894,0,High,44.87167,0.0776307
Male,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,497.6,0,1,5,1,3,1,1.0,0.9166666666666666,0.6711578947368422,0.9092315789473684,0,High,48.118446,0.35018334
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.0,1301.7,1,3,3,3,4,0,1.0,0.8194444444444444,0.8336842105263158,0.9125701754385964,1,High,38.564186,0.118469685
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,1129.75,1,3,4,3,4,1,1.0,0.8472222222222222,0.848421052631579,0.9238508771929824,0,High,57.253033,0.33155888
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,0,0,5,0,1,1,1.0,0.9861111111111112,0.1625263157894736,0.8283385964912281,0,High,38.102097,0.39902326
Male,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.75,266.95,0,2,5,2,2,0,1.0,0.9305555555555556,0.4694736842105263,0.8730614035087719,0,High,23.883345,-0.0868175
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.95,257.0,0,0,3,0,1,0,0.3,0.8194444444444444,0.1679999999999999,0.4294333333333333,1,Medium,9.78782,0.08554148
Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.75,865.8,1,3,4,3,4,0,1.0,0.875,0.7726315789473684,0.9170263157894736,1,High,36.16116,0.3201958
Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,89.65,2623.65,0,3,2,3,3,1,1.0,0.5972222222222222,0.7549473684210527,0.8301561403508773,0,High,20.161476,0.081994295
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,0,0,5,0,2,0,1.0,0.9861111111111112,0.3861052631578947,0.8730543859649124,0,High,45.932396,0.26135164
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.55,79.55,1,1,5,1,3,0,1.0,0.9861111111111112,0.6698947368421052,0.9298122807017544,1,High,49.74397,0.4397459
Female,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.95,1082.8,0,1,3,1,2,0,1.0,0.75,0.4711578947368421,0.8192315789473684,0,Medium,16.872076,0.11365175
Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.0,147.8,0,3,5,3,3,1,1.0,0.9722222222222222,0.5810526315789474,0.907877192982456,0,High,28.125248,0.109499544
Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.55,2570.2,0,2,2,2,3,0,1.0,0.5833333333333333,0.7035789473684211,0.8157157894736842,0,Medium,28.767645,0.1669774
Male,0,No,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.7,4378.9,0,3,1,3,3,0,0.0,0.0833333333333333,0.5532631578947369,0.1356526315789474,1,Low,14.614383,0.17076552
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),94.9,3616.25,0,3,2,3,4,1,0.0,0.4722222222222222,0.7991578947368422,0.3014982456140351,0,Low,13.109806,-0.13396168
Male,0,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2924.05,0,3,2,3,3,1,1.0,0.3888888888888888,0.5212631578947369,0.7209192982456141,0,Medium,18.612202,0.18704818
Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.1,6014.85,1,5,1,5,4,1,1.0,0.25,0.935578947368421,0.7621157894736842,0,Medium,24.136934,0.33018538
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,32.7,0,0,5,0,1,0,1.0,0.9722222222222222,0.1684210526315789,0.8253508771929824,0,Medium,13.207769,0.03830126
Female,0,No,No,42,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,67.7,2882.25,0,4,2,4,3,0,0.3,0.4166666666666666,0.5701052631578948,0.3890210526315789,1,Medium,20.37753,0.24966732
Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1509.9,0,0,1,0,1,1,0.0,0.1944444444444444,0.2117894736842105,0.1006912280701754,0,Low,11.4756565,0.072267674
Male,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.85,5305.05,0,3,1,3,4,0,1.0,0.1944444444444444,0.7818947368421052,0.7147122807017544,0,Medium,23.370821,-0.049612373
Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,2368.4,1,2,2,2,3,1,1.0,0.6527777777777778,0.7503157894736842,0.8458964912280702,0,High,43.850117,0.3253497
Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,111.3,7985.9,0,6,1,6,4,1,0.0,0.0138888888888888,0.9372631578947368,0.191619298245614,0,Low,7.5496697,0.40356445
Female,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.9,3545.35,1,4,2,4,4,0,1.0,0.4861111111111111,0.8581052631578948,0.8174543859649124,0,Medium,29.823547,0.25962305
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.65,1301.0,1,2,3,2,4,1,1.0,0.8055555555555556,0.7717894736842106,0.8960245614035088,1,High,39.51619,0.015080303
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.85,372.45,1,2,5,2,3,1,1.0,0.9444444444444444,0.7482105263157894,0.9329754385964912,1,High,53.647465,0.13345167
Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.6,2985.25,0,2,2,2,3,0,0.3,0.3333333333333333,0.5103157894736842,0.3520631578947368,1,Low,21.703724,0.19126806
Female,1,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.3,77.75,1,0,5,0,1,1,1.0,0.9583333333333334,0.2130526315789473,0.8301105263157894,1,High,51.194347,-0.31441924
Female,0,Yes,No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,65.5,564.35,0,3,4,3,3,0,0.0,0.8888888888888888,0.5515789473684211,0.3769824561403508,1,Medium,12.011104,0.137479
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,1,2,5,2,4,0,1.0,0.9861111111111112,0.8037894736842105,0.9565912280701756,1,High,73.5063,0.21356279
Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1311.75,0,0,1,0,1,0,0.0,0.0694444444444444,0.1679999999999999,0.0544333333333333,0,Low,11.521964,0.056809455
Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,1135.7,1,2,3,2,4,1,1.0,0.8194444444444444,0.767157894736842,0.8992649122807017,1,High,49.45361,-0.08184418
Female,0,Yes,Yes,45,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.15,2319.8,1,2,2,2,2,1,0.3,0.375,0.4559999999999999,0.3536999999999999,1,Low,21.646702,0.046871603
Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,3720.35,0,0,1,0,3,1,1.0,0.3194444444444444,0.6282105263157894,0.7214754385964912,0,Medium,15.76307,0.19050665
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.6,5025.8,0,3,1,3,4,0,1.0,0.2777777777777778,0.7966315789473684,0.742659649122807,0,Medium,19.170963,0.23385799
Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.15,5224.5,0,2,1,2,3,1,0.3,0.125,0.6833684210526316,0.3241736842105263,0,Low,8.179978,0.17440784
Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6185.8,0,6,1,6,3,0,0.0,0.0555555555555555,0.7498947368421053,0.1666456140350877,0,Low,11.662955,0.13085774
Female,0,Yes,No,31,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.2,1498.55,0,1,2,1,2,1,1.0,0.5694444444444444,0.4143157894736842,0.7536964912280701,0,Medium,16.260347,0.18615742
Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1208.6,0,0,1,0,1,0,0.0,0.1111111111111111,0.1637894736842105,0.0660912280701754,1,Low,27.266068,0.43589753
Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.3,6613.65,0,5,1,5,4,0,0.3,0.1388888888888888,0.8783157894736842,0.3673298245614035,0,Low,11.527722,0.087076575
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.7,69.7,1,0,5,0,3,0,1.0,0.9861111111111112,0.5869473684210527,0.913222807017544,1,High,40.428745,0.3433794
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,573.3,1,2,5,2,3,1,1.0,0.9166666666666666,0.7536842105263157,0.9257368421052632,1,High,49.320625,0.16370264
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.05,1818.9,0,2,3,2,3,0,1.0,0.7083333333333333,0.7246315789473684,0.8574263157894736,0,High,30.9864,0.18736717
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.2,1787.35,0,0,1,0,1,1,0.0,0.0,0.2122105263157894,0.0424421052631578,0,Low,18.869165,0.065799326
Female,0,Yes,Yes,32,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,35.15,1051.05,0,2,2,2,2,0,1.0,0.5555555555555556,0.296,0.7258666666666667,0,Medium,12.811129,0.115189046
Female,1,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),99.65,7181.25,0,4,1,4,4,0,0.3,0.0138888888888888,0.8391578947368421,0.3219982456140351,0,Low,10.469017,0.06623912
Female,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3688.6,0,5,2,5,4,0,1.0,0.5277777777777778,0.887157894736842,0.8357649122807017,0,High,18.154243,0.1678443
Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.15,99.75,1,1,5,1,2,1,1.0,0.9583333333333334,0.296,0.8467,1,High,52.27387,-0.113387555
Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,1,0,4,0,3,1,1.0,0.8333333333333334,0.6210526315789474,0.8742105263157895,0,High,28.590536,0.22540876
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.35,780.5,1,3,4,3,4,0,1.0,0.8888888888888888,0.8534736842105263,0.9373614035087718,1,High,53.092037,0.5269424
Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,821.6,0,0,2,0,1,0,0.0,0.5138888888888888,0.2046315789473684,0.1950929824561403,0,Low,9.332467,0.08989753
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.7,239.45,0,1,5,1,3,0,1.0,0.9583333333333334,0.6795789473684211,0.9234157894736842,1,High,49.76236,0.24671677
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,0,3,5,3,3,1,1.0,0.9583333333333334,0.7566315789473683,0.9388263157894736,0,High,41.59236,0.15848196
Male,0,No,No,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,61.1,3357.9,0,2,1,2,3,0,0.3,0.2638888888888888,0.5145263157894737,0.3320719298245613,1,Low,20.19033,-0.03750862
Female,0,Yes,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.05,129.6,0,1,5,1,1,1,1.0,0.9444444444444444,0.2446315789473684,0.832259649122807,0,High,30.201054,0.1473432
Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.7,4977.2,0,4,2,4,4,1,0.3,0.3333333333333333,0.8395789473684211,0.4179157894736842,0,Medium,13.201232,0.18206206
Female,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),55.9,365.35,1,2,5,2,2,0,1.0,0.9166666666666666,0.4707368421052631,0.8691473684210526,1,High,22.312304,0.250244
Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,1,4,5,4,4,0,1.0,0.9583333333333334,0.8917894736842106,0.965857894736842,0,High,39.68483,0.16085231
Male,0,Yes,Yes,54,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),46.0,2424.05,0,3,1,3,2,1,0.0,0.25,0.3873684210526316,0.1524736842105263,0,Low,13.974086,-0.09824932
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.95,43.95,1,0,5,0,2,1,1.0,0.9861111111111112,0.3701052631578947,0.8698543859649124,0,High,30.79869,0.23274377
Male,0,No,No,62,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.4,4981.15,0,5,1,5,3,0,1.0,0.1388888888888888,0.6770526315789475,0.6770771929824562,0,Medium,16.715694,0.21218242
Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.05,2090.25,0,4,3,4,4,0,0.3,0.6944444444444444,0.8425263157894737,0.526838596491228,0,Medium,20.447939,0.0026325732
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.1,45.1,1,0,5,0,2,0,1.0,0.9861111111111112,0.3797894736842105,0.8717912280701755,1,High,43.42843,0.17138937
Male,1,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,4905.75,0,3,1,3,4,0,0.3,0.2916666666666666,0.791578947368421,0.3958157894736842,0,Medium,23.991076,0.0708977
Female,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),68.95,2038.7,0,3,2,3,3,0,0.3,0.5833333333333333,0.5806315789473685,0.4411263157894736,0,Medium,15.495199,0.11739827
Female,1,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,0,4,1,4,3,0,0.3,0.2222222222222222,0.576421052631579,0.3319508771929824,1,Low,19.671812,0.26331145
Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,69.0,2441.7,0,3,2,3,3,1,0.3,0.5138888888888888,0.5810526315789474,0.4203771929824561,0,Medium,18.146996,0.17232199
Female,1,No,No,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.85,2751.0,0,3,1,3,2,0,1.0,0.1111111111111111,0.3692631578947368,0.6071859649122807,0,Medium,23.34902,-0.0304728
Male,0,No,Yes,30,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.5,1307.8,0,2,2,2,2,0,1.0,0.5833333333333333,0.3747368421052631,0.7499473684210526,0,Medium,19.489744,0.096263215
Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.7,383.65,0,0,2,0,1,0,0.0,0.6527777777777778,0.1574736842105263,0.2273280701754386,1,Low,29.20256,0.38002267
Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.25,2868.05,1,0,2,0,3,1,1.0,0.4305555555555556,0.5915789473684211,0.7474824561403509,0,Medium,18.77714,0.21170165
Male,0,No,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.35,449.75,1,1,4,1,2,1,1.0,0.875,0.4661052631578947,0.8557210526315789,0,High,23.875494,0.26182175
Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.55,53.55,0,2,5,2,2,0,1.0,0.9861111111111112,0.4509473684210526,0.8860228070175439,1,High,51.302685,0.24113032
Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.6,7882.5,0,6,1,6,4,0,0.0,0.0277777777777777,0.9650526315789472,0.2013438596491228,0,Low,12.062844,-0.13221821
Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.1,1087.7,0,0,1,0,1,1,0.0,0.2083333333333333,0.1692631578947368,0.0963526315789473,1,Low,17.478714,-0.16652781
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.5,791.7,0,1,4,1,3,0,1.0,0.875,0.72,0.9065,0,High,43.55701,0.1087257
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.75,7493.05,0,5,1,5,4,0,0.3,0.0416666666666666,0.9157894736842104,0.345657894736842,0,Low,22.766603,0.1841046
Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.0,4414.3,1,4,2,4,4,0,1.0,0.4027777777777778,0.8673684210526316,0.7943070175438597,1,Medium,47.82571,0.31590447
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,97.85,6841.3,0,3,1,3,4,0,0.0,0.0,0.824,0.1648,0,Low,15.042569,0.030674115
Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,819.95,0,0,2,0,1,0,0.0,0.3888888888888888,0.1646315789473684,0.1495929824561403,0,Low,9.382692,-0.04294675
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.05,6052.25,0,2,1,2,3,1,0.0,0.0,0.7077894736842105,0.1415578947368421,0,Low,15.584807,0.15713821
Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.75,3361.05,1,5,2,5,4,1,0.3,0.5416666666666667,0.8736842105263158,0.4872368421052632,1,Medium,18.827333,0.038395464
Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,4869.5,0,2,1,2,3,0,1.0,0.25,0.752842105263158,0.7255684210526315,1,Medium,28.785307,0.3277318
Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,509.3,0,0,2,0,1,1,0.0,0.625,0.1658947368421052,0.220678947368421,0,Low,12.496499,0.039228886
Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,4308.25,0,1,1,1,3,0,1.0,0.25,0.6724210526315789,0.7094842105263157,0,Medium,21.58808,0.19564995
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.45,221.1,0,1,5,1,3,0,1.0,0.9583333333333334,0.6269473684210527,0.9128894736842106,0,High,33.9378,0.21217859
Female,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),74.1,3833.95,0,4,1,4,3,1,0.3,0.2638888888888888,0.624,0.3539666666666666,1,Low,24.707829,0.07825114
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,1,0,5,0,3,1,1.0,0.9861111111111112,0.584,0.9126333333333334,0,High,53.428215,0.20939621
Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,294.95,0,0,3,0,1,0,0.3,0.7916666666666666,0.1583157894736842,0.4191631578947368,0,Medium,9.852136,0.10867575
Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,4092.85,1,1,1,1,3,0,1.0,0.2222222222222222,0.6218947368421052,0.6910456140350877,1,Medium,18.284616,0.2172269
Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.4,316.9,0,3,5,3,3,1,1.0,0.9305555555555556,0.5423157894736843,0.8876298245614036,0,High,16.897968,0.105506495
Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),55.8,2651.2,0,2,2,2,2,1,0.3,0.3333333333333333,0.4698947368421052,0.343978947368421,0,Low,16.468115,0.006326169
Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,471.7,0,0,2,0,1,1,1.0,0.6527777777777778,0.1688421052631579,0.7296017543859649,0,Medium,11.689894,0.18917763
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.15,216.75,1,0,5,0,3,0,1.0,0.9583333333333334,0.632842105263158,0.9140684210526316,0,High,38.0918,0.10487725
Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.15,5720.95,0,4,1,4,4,0,0.3,0.1944444444444444,0.8349473684210527,0.3753228070175438,0,Medium,16.023836,0.06112563
Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.75,503.25,0,1,4,1,2,0,1.0,0.8611111111111112,0.4778947368421052,0.8539122807017544,0,High,20.096916,0.17713355
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,1,0,5,0,3,0,1.0,0.9861111111111112,0.5861052631578947,0.9130543859649124,1,High,50.816708,0.20939621
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.15,7365.3,0,4,1,4,4,1,0.0,0.0138888888888888,0.8770526315789474,0.1795771929824561,0,Low,15.038411,-0.08645937
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7245.9,0,5,1,5,4,0,0.0,0.0972222222222222,0.9330526315789474,0.2157771929824561,0,Low,30.91386,0.114035904
Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,385.0,1,1,5,1,3,0,1.0,0.9305555555555556,0.6749473684210526,0.9141561403508772,1,High,44.019123,0.19858077
Female,0,No,No,28,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,35.75,961.4,0,2,2,2,2,1,1.0,0.6111111111111112,0.3010526315789473,0.7435438596491228,0,Medium,19.520027,0.19832034
